date,followers,friends,id,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
Fri  01 Mar 2013 20:53:07 +0000,144,284,24774,3,positive,0,Twitter for iPhone,iOS,4828,Android,jd010980,Dominion Intrigue and Android: Netrunner. Need players. #games #bgg #yfc
Fri  01 Mar 2013 20:53:33 +0000,231,211,24776,0,neutral,0,Twitter for iPhone,iOS,26260,Android,BasedTacos,The majin buu saga is the greatest then then the cell saga then the android saga then then frieza.
Fri  01 Mar 2013 20:54:03 +0000,445,421,24779,2,neutral,0,Twitter for iPhone,iOS,11335,Android,Tash_Solo,@EfffinFabolous ???? I didn't even know android has auto correct too
Fri  01 Mar 2013 20:55:31 +0000,340,251,24786,0,positive,0,Twitter for iPhone,iOS,30564,Android,Aye_yo_itsDee,@imBeaming_ That's cute  cause I switched over to my android a month ago. ????????
Fri  01 Mar 2013 20:55:38 +0000,558,774,24787,17,positive,0,Twitter for iPhone,iOS,2923,Android,cindystarks,RT @MaryamatHP: Meet the new HP Slate7  powered by Android. http://t.co/X32qp5Jg1b "You had me at hello." @AFinnie ;)
Fri  01 Mar 2013 20:55:38 +0000,3448,1064,24788,8,neutral,0,Twitter for iPhone,iOS,1041,Android,instawedapp,Who has an android and wants to help out
Fri  01 Mar 2013 20:57:29 +0000,261,250,24799,0,negative,0,Twitter for iPhone,iOS,6676,Android,brittanylc_,@savannahpilates I can see ya android shit
Fri  01 Mar 2013 20:58:25 +0000,546,440,24802,0,neutral,0,Twitter for iPhone,iOS,6212,Android,callmebaldy,Lord my nanny just bought an android???? she hasn't had a cell phone in 8 years
Fri  01 Mar 2013 21:01:06 +0000,698,1319,24810,18,neutral,0,Twitter for iPhone,iOS,18695,Android,gingerninjadani,Is avg antivirus fro android any good?
Fri  01 Mar 2013 21:01:20 +0000,411,253,24811,14,neutral,0,Twitter for iPhone,iOS,4353,Android,DUBfromVA,NEW APP  stream music whenever  wherever.. If you have a android thanks !  http://t.co/yaV1doIlSR
Fri  01 Mar 2013 21:02:20 +0000,243,132,24816,0,neutral,0,Twitter for iPhone,iOS,7396,Android,YeaRightDoee,@natalicarmenn just get the app !! I have an android too lol
Fri  01 Mar 2013 21:03:34 +0000,345,303,24822,2,neutral,0,Twitter for iPhone,iOS,17498,Android,Edfor3,Leander got the android dude out there twearking
Fri  01 Mar 2013 21:07:53 +0000,5725,2535,24841,3,neutral,0,Twitter for iPhone,iOS,10501,Android,PerfLoveLife,@LifeOfAGFx it's an android app
Fri  01 Mar 2013 21:12:49 +0000,284,299,24864,0,negative,0,Twitter for iPhone,iOS,16871,Android,1badd_libra32,My mama done got her an android...she think she the shit now lmao
Fri  01 Mar 2013 21:15:14 +0000,953,681,24874,0,neutral,0,Twitter for iPhone,iOS,25198,Android,_kiyaboo,@ErnestFipps123 well idk   ask somebody who got a android
Fri  01 Mar 2013 21:15:35 +0000,938,1097,24876,1,neutral,0,Twitter for iPhone,iOS,429,Android,jrdam74,@Android_Tuning Followback
Fri  01 Mar 2013 21:16:31 +0000,5997,6560,24880,95,neutral,0,Twitter for iPhone,iOS,34569,Android,sloweatermvp,@Android_Tuning   #Preciate_The_Follow
Fri  01 Mar 2013 21:16:32 +0000,104,72,24881,4,negative,0,Twitter for iPhone,iOS,11574,Android,MyLifeAsJeMS,@GeezytaughtHer_ @_rudeboi101 the freedom of the android life is missed by me lol ????
Fri  01 Mar 2013 21:17:01 +0000,190,213,24883,1,neutral,0,Twitter for iPhone,iOS,3759,Android,LyleReasoner,@Gatsby4815 I used to have an android and I converted
Fri  01 Mar 2013 21:19:27 +0000,36,91,24894,1,positive,0,Twitter for iPhone,iOS,873,Android,porkchophamwich,@Irukanji_Cookie that link might help. I think I used to be able to do it from my old android phone.
Fri  01 Mar 2013 21:19:40 +0000,1057,879,24896,0,negative,0,Twitter for iPhone,iOS,14742,Android,ATripToLONDON,Guess Ill Be Trapping off this Android Til Monday
Fri  01 Mar 2013 21:28:20 +0000,352,301,24905,0,neutral,0,Twitter for iPhone,iOS,19176,Android,JhonDique,I remember when I had an Android
Fri  01 Mar 2013 21:28:26 +0000,534,758,24906,0,neutral,0,Twitter for iPhone,iOS,5044,Android,datniggamickel,@PrettyPreshay u got a android dnt u ...
Fri  01 Mar 2013 21:29:08 +0000,468,343,24911,0,neutral,0,Twitter for iPhone,iOS,37821,Android,h_o_d_g_e100,Back to a damn android ????
Fri  01 Mar 2013 21:31:17 +0000,673,659,24922,0,neutral,0,Twitter for iPhone,iOS,1647,Android,RachelCarey15,@camkeyes I thought you couldn't cause you had an android ????
Fri  01 Mar 2013 21:35:02 +0000,75,75,24949,0,neutral,0,Twitter for iPhone,iOS,2351,Android,lordkenobi,@4eyedballer krillen is nice! I forgot he had a girlfriend before android 18
Fri  01 Mar 2013 21:36:41 +0000,288,1106,24956,1,neutral,0,Twitter for iPhone,iOS,1707,Android,Poisontattoo94,@wood197302 not bad I'm only getting bout 3 on ee so pretty bad that's why I'm looking to switch and go android
Fri  01 Mar 2013 21:37:41 +0000,50,83,24960,0,neutral,0,Twitter for iPhone,iOS,1562,Android,StNick_212,@beynd_beauTful android... #Fail
Fri  01 Mar 2013 21:38:35 +0000,328,877,24967,0,positive,0,Twitter for iPhone,iOS,2358,Android,BlaqBecki,?@sneakersapp: Hey #sneakerheads if you are on Android download our App now http://t.co/PlL9lAVMeq and let's talk and share! @jordan22501
Fri  01 Mar 2013 21:39:38 +0000,1816,633,24973,1,neutral,0,Twitter for iPhone,iOS,20834,Android,T_RAWW95,@ihadatweetsome I don't think I could handle another android!
Fri  01 Mar 2013 21:40:33 +0000,677,938,24977,35,neutral,0,Twitter for iPhone,iOS,4736,Android,hatercopter,@gwvatieri You think android users are more averse to Facebook?
Fri  01 Mar 2013 21:46:54 +0000,1183,995,25011,1,neutral,0,Twitter for iPhone,iOS,59004,Android,RockerKillz,@TREEKASS i change it mine is a android now
Fri  01 Mar 2013 21:47:09 +0000,253,188,25013,0,negative,0,Twitter for iPhone,iOS,10446,Android,Joey_NVJO,I got a job dressed up like a android on Campbell drive everyone ride by and throw tomatoes at me
Fri  01 Mar 2013 21:48:41 +0000,61,455,25020,0,positive,0,Twitter for iPhone,iOS,1043,Android,AkronLovesYou6,#nowplaying Paranoid Android- Radiohead
Fri  01 Mar 2013 21:48:53 +0000,587,755,25022,1,positive,0,Twitter for iPhone,iOS,18434,Android,sayyyBAA_,I miss my android
Fri  01 Mar 2013 21:49:12 +0000,169,169,25023,1,neutral,0,Twitter for iPhone,iOS,10687,Android,divinamojica,Damn you android for not having flash player! #tabletproblems
Fri  01 Mar 2013 21:50:29 +0000,497,462,25030,16,negative,0,Twitter for iPhone,iOS,28594,Android,VerbalSpacey,You can tell who uses an Android device by the amount of typos in their tweets and texts.
Fri  01 Mar 2013 21:51:17 +0000,389,385,25031,1,positive,0,Twitter for iPhone,iOS,6708,Android,dhatbtch_23,Trappin Off My Android.
Fri  01 Mar 2013 21:52:18 +0000,416,324,25038,1,neutral,0,Twitter for iPhone,iOS,2724,Android,CanadianMamma,Real friends don't send emojis to android friends. #BeKind #UseEmoticons
Fri  01 Mar 2013 21:54:44 +0000,3096,393,25050,170,neutral,0,Twitter for iPhone,iOS,119744,Android,mauropm,@Saucerdk @learningti whats the content of the android section of your tiapp.xml?
Fri  01 Mar 2013 21:57:04 +0000,521,374,25057,1,negative,0,Twitter for iPhone,iOS,31115,Android,NiggasHatee,Look folks  my nigga got that ????&lt;- that's fire for android users lol. ?@Colby_Cash: @NiggasHatee new shit bra 


http://t.co/yy5r16SpRo?
Fri  01 Mar 2013 21:58:06 +0000,308,209,25065,0,neutral,0,Twitter for iPhone,iOS,17690,Android,Mimi_Kay_,I remember Kaytlyn's old android lol
Fri  01 Mar 2013 21:59:17 +0000,339,173,25070,0,neutral,0,Twitter for iPhone,iOS,9135,Android,_kaytlynee,it was shitttttyyy ?@Mimi_Kay_: I remember Kaytlyn's old android lol?
Fri  01 Mar 2013 22:01:57 +0000,278,60,25085,0,neutral,0,Twitter for iPhone,iOS,1947,Android,STayEVEN,Hopping on that android life soon! #fuckberry's
Fri  01 Mar 2013 22:02:04 +0000,390,262,25086,0,neutral,0,Twitter for iPhone,iOS,4416,Android,YOUNECK_iCURVE,Lmaoo negga got his mom income tax now he gotta android n used jordans lmaoo... I see u G ???
Fri  01 Mar 2013 22:03:25 +0000,1894,876,25096,3,negative,0,Twitter for iPhone,iOS,12766,Android,GossipBoyz,?@LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA?
Fri  01 Mar 2013 22:03:40 +0000,246,76,25097,11,neutral,0,Twitter for iPhone,iOS,4168,Android,trejkaz,Android rendering issues seem like they have a practical benefit.
Fri  01 Mar 2013 22:03:44 +0000,143,196,25098,3,neutral,0,Twitter for iPhone,iOS,256,Android,Stevedpearce,@TheInstowArms Many thanks for the follow u can download a free apple or android app via http://t.co/Dma2QNPPow  Cheers Steve
Fri  01 Mar 2013 22:04:19 +0000,143,196,25103,3,neutral,0,Twitter for iPhone,iOS,257,Android,Stevedpearce,@LynBarefoot Many thanks for the follow u can download a free apple or android app via http://t.co/Dma2QNPPow  Cheers Steve
Fri  01 Mar 2013 22:04:49 +0000,143,196,25106,3,neutral,0,Twitter for iPhone,iOS,258,Android,Stevedpearce,@BudeWindows Many thanks for the follow u can download a free apple or android app via http://t.co/Dma2QNPPow  Cheers Steve
Fri  01 Mar 2013 22:05:09 +0000,479,193,25108,0,neutral,0,Twitter for iPhone,iOS,15953,Android,llanascarmen,@33Marifer you're new to the touch screen/android category
Fri  01 Mar 2013 22:06:13 +0000,234,247,25118,4,neutral,0,Twitter for iPhone,iOS,20609,Android,Al_Kaeda,I'd buy an android phone just for the Jellybean keyboard. It's beautiful  that's what it is.
Fri  01 Mar 2013 22:11:18 +0000,104,129,25141,3,positive,0,Twitter for iPhone,iOS,3411,Android,jguzikowski,@kevintheclever excuse me? Snood STILL is a thing..apparently they're on Android now (subject of the newsletter)
Fri  01 Mar 2013 22:13:15 +0000,426,393,25154,0,neutral,0,Twitter for iPhone,iOS,7085,Android,SLR_Sid,i want a android again !
Fri  01 Mar 2013 22:14:12 +0000,148,117,25163,0,neutral,0,Twitter for iPhone,iOS,629,Android,MakeItHaeske,Android autocorrect doesn't know "sorority"  further proving that they are the GDIs of the phone world
Fri  01 Mar 2013 22:14:18 +0000,815,558,25164,4,neutral,0,Twitter for iPhone,iOS,14155,Android,baddaxsjsb,?@100stackzSAMboe: I hate when yall use emojis ...i have an android so they jus appear as boxes? ????????
Fri  01 Mar 2013 22:14:21 +0000,462,144,25165,0,neutral,0,Twitter for iPhone,iOS,4970,Android,DanandPhiladict,@ElizaDanosaur1 well actually kindles are run on android lol
Fri  01 Mar 2013 22:15:57 +0000,828,591,25176,8,neutral,0,Twitter for iPhone,iOS,30339,Android,TiffyNicole15,just re downloaded foursquare on my phone and I hadn't used it since I had my android back in December ????
Fri  01 Mar 2013 22:15:59 +0000,790,787,25178,0,neutral,0,Twitter for iPhone,iOS,33121,Android,Iam_Trippz,k ?@freeMEjwor: I want Android Smiley's too :(?
Fri  01 Mar 2013 22:18:33 +0000,6,23,25189,0,negative,0,Twitter for iPhone,iOS,30,Android,HAILEESCHMITZ,If I'm a retarded android  does that make me a black berry??
Fri  01 Mar 2013 22:18:37 +0000,1418,2003,25190,38,neutral,0,Twitter for iPhone,iOS,24139,Android,apokaloptimist,@ExpectLulz i thought I was the only person on earth that hated Samsung android devices
Fri  01 Mar 2013 22:19:40 +0000,313,405,25193,8,neutral,0,Twitter for iPhone,iOS,4026,Android,catfyson,@xtiffyxx i was put off of android after suffering with a htc phone!
Fri  01 Mar 2013 22:21:40 +0000,339,437,25206,1,neutral,0,Twitter for iPhone,iOS,12904,Android,ellefontt,Never trust a bitch with an android! ???? @laurenstutes
Fri  01 Mar 2013 22:24:50 +0000,203,183,25219,0,negative,0,Twitter for iPhone,iOS,4106,Android,sandy_harkho,@Jeffrey_Barrrrr fuck yoo android' can't see me bitchhhh????????????
Fri  01 Mar 2013 22:29:55 +0000,118,111,25252,1,neutral,0,Twitter for iPhone,iOS,8062,Android,morgenisme,@nataliecraving yeah android sucks haha
Fri  01 Mar 2013 22:30:43 +0000,862,152,25259,1,neutral,0,Twitter for iPhone,iOS,14076,Android,magnisbane,@imagin3drag0ns ooh you have an android? AWW :((((
Fri  01 Mar 2013 22:32:42 +0000,3080,1165,25274,160,neutral,0,Twitter for iPhone,iOS,11743,Android,just1nbruce,.@ikersaldivar just told that the Android version of the new WKRN weather app is on the way in a week or so.
Fri  01 Mar 2013 22:33:01 +0000,313,405,25279,8,negative,0,Twitter for iPhone,iOS,4031,Android,catfyson,@xtiffyxx my boyfriends mum has the galaxy tab which is good but i've been put off android! #applesbitch
Fri  01 Mar 2013 22:35:02 +0000,487,263,25288,0,negative,0,Twitter for iPhone,iOS,20537,Android,BrenenDre,@LyonsJade android about to come my way lol
Fri  01 Mar 2013 22:35:56 +0000,873,474,25290,1,neutral,0,Twitter for iPhone,iOS,30465,Android,IDance_SheWatch,I want an android phone
Fri  01 Mar 2013 22:36:14 +0000,366,186,25291,9,neutral,0,Twitter for iPhone,iOS,10002,Android,adamwrobinson,@DYMongoose he attacked customers of smartphones which are flat featureless devices. Apple &amp; others too. A big part of which use Android.
Fri  01 Mar 2013 22:38:06 +0000,1230,943,25296,5,neutral,0,Twitter for iPhone,iOS,46717,Android,_LiyyahDee,When my echofon app starts tripping I switch to twitter for android
Fri  01 Mar 2013 22:38:08 +0000,832,507,25297,2,neutral,0,Twitter for iPhone,iOS,18877,Android,Not_That_Heroic,I don't think I'll ever go back to the android life by choice.
Fri  01 Mar 2013 22:42:04 +0000,892,1350,25314,2,neutral,0,Twitter for iPhone,iOS,192,Android,Sincipient820,The SQUATCHBOX is a must have app for every #squatcher or #bigfoot hunter out there...FREE on #Android
Fri  01 Mar 2013 22:43:18 +0000,1120,1065,25318,3,neutral,0,Twitter for iPhone,iOS,51392,Android,_Left_Eye,I had to fuckin leave work cause of @TrapGirl__Mimi for saying that this worker said an android is NOT a smart phone ????????????????????
Fri  01 Mar 2013 22:47:34 +0000,51,65,25335,0,positive,0,Twitter for iPhone,iOS,1214,Android,MadisonCrisler,I miss my android ... I liked that so much better at times
Fri  01 Mar 2013 22:47:54 +0000,501,488,25337,2,negative,0,Twitter for iPhone,iOS,24639,Android,ThatTaylorMonet,Couldn't answer my phone was completely dead android said swipe denied #HA
Fri  01 Mar 2013 22:49:11 +0000,9,1,25343,1,neutral,0,Twitter for iPhone,iOS,150,Android,Toeda57,And i still prefer Android. http://t.co/u0OPlLPbJT
Fri  01 Mar 2013 22:52:50 +0000,36,46,25354,0,negative,0,Twitter for iPhone,iOS,1295,Android,SumzNadeem,@javvieee it's a man. Get your facts right u android chicken nugget
Fri  01 Mar 2013 22:54:20 +0000,361,329,25362,3,neutral,0,Twitter for iPhone,iOS,11755,Android,Paidinfull912,@hey_MoeMoe lol yeah mane..I had an affair with android
Fri  01 Mar 2013 22:54:46 +0000,2369,984,25363,111,neutral,0,Twitter for iPhone,iOS,10515,Android,yocline,Like other old folks I'm just going to blame technology  specifically Android cc/ @JJSIII
Fri  01 Mar 2013 22:55:47 +0000,13010,8,25369,214,neutral,0,Twitter for iPhone,iOS,21176,Android,wnwnews,1024 #DirtSheet #Android installs!  See why all the hype https://t.co/DQ4uUfel1Y
Fri  01 Mar 2013 22:56:28 +0000,601,527,25371,0,neutral,0,Twitter for iPhone,iOS,18752,Android,YunngNatnFree,@dizzleduchess wordd !! mi nigga jus switch to Android or some :)
Fri  01 Mar 2013 22:58:02 +0000,101,194,25374,0,neutral,0,Twitter for iPhone,iOS,336,Android,SariKreines,?@timschwarz: just finished a runtastic run of 5.26 mi in 55m 14s with #runtastic PRO Android App: http://t.co/m5NccSrcsJ? awe yea #athletic
Fri  01 Mar 2013 22:59:07 +0000,3873,1179,25382,0,neutral,0,Twitter for iPhone,iOS,13192,Android,DB_FromRockwell,And a android nigga
Fri  01 Mar 2013 23:01:40 +0000,11,108,25393,0,neutral,0,Twitter for iPhone,iOS,575,Android,AmineSeventy3,I think we should take Google+ seriously as it is growing beside Twitter so that means Android too which means lots http://t.co/gVEdqBm9ez
Fri  01 Mar 2013 23:04:28 +0000,1111,1723,25406,6,neutral,0,Twitter for iPhone,iOS,23795,Android,UhitsLeeexo,Sending emojis to an android user just to annoy them ????
Fri  01 Mar 2013 23:05:32 +0000,215,213,25411,0,neutral,0,Twitter for iPhone,iOS,8326,Android,CamrynLaBoo,But I'd prefer the android????
Fri  01 Mar 2013 23:11:16 +0000,340,219,25433,2,neutral,0,Twitter for iPhone,iOS,20326,Android,Tago_the_Guez,Your team Android...
Fri  01 Mar 2013 23:15:34 +0000,391,385,25449,0,negative,0,Twitter for iPhone,iOS,15805,Android,LadyEhilton,?@Tru_ShesA_Bomb: I know ericka ain't just try play wit me wit no emojis?you Kno I did member u play with my old Android lls
Fri  01 Mar 2013 23:16:26 +0000,245,243,25454,1,neutral,0,Twitter for iPhone,iOS,5364,Android,MauryRell_,@CashDADDY_ oh thats the blow a bunch of useless android chargers smh
Fri  01 Mar 2013 23:17:51 +0000,492,97,25458,9,neutral,0,Twitter for iPhone,iOS,1746,Android,HiRezAPC,@peterloorke i gotta get someone with an android phone to see this baby in action. Well done though. Will share with others :)
Fri  01 Mar 2013 23:18:01 +0000,215,213,25461,0,neutral,0,Twitter for iPhone,iOS,8328,Android,CamrynLaBoo,Considering the android doesn't work????
Fri  01 Mar 2013 23:18:10 +0000,5986,612,25463,317,neutral,0,Twitter for iPhone,iOS,25167,Android,BenedictEvans,@charlesarthur @steveliput Acer was building a custom platform on top of Android. It was fragmenting it. That Moto phone doesn't do that
Fri  01 Mar 2013 23:21:52 +0000,5986,612,25477,317,neutral,0,Twitter for iPhone,iOS,25168,Android,BenedictEvans,The future of 'search' isn't a text box on a web page: it's deep device integration. That's why Android fragmentation is a problem.
Fri  01 Mar 2013 23:23:46 +0000,5986,612,25481,317,neutral,0,Twitter for iPhone,iOS,25169,Android,BenedictEvans,@davidchow I believe Samsung Android devices in China come without Google Play: https://t.co/9pW611unzA
Fri  01 Mar 2013 23:24:41 +0000,160,107,25484,7,neutral,0,Twitter for iPhone,iOS,940,Android,dylanbarrell,Standing room only for @pauljadam's Android #a11y presentation #csun13 http://t.co/eaoeEPGKVg
Fri  01 Mar 2013 23:25:34 +0000,453,439,25488,1,neutral,0,Twitter for iPhone,iOS,53965,Android,_BEasyDude,?@fatBOOTY_: if this android man doesn't stop parchutin' down my screen? lmfao
Fri  01 Mar 2013 23:26:50 +0000,220,226,25496,0,neutral,0,Twitter for iPhone,iOS,1799,Android,kayjayy90,Bac to android I'm about to go...
Fri  01 Mar 2013 23:28:13 +0000,17,48,25502,0,positive,0,Twitter for iPhone,iOS,481,Android,iamlemonfilm,How to better use my Android system at home? Hmmm ...
Fri  01 Mar 2013 23:28:55 +0000,26,46,25503,1,neutral,0,Twitter for iPhone,iOS,415,Android,mattack108,5mins later and the Android OS system(tm) has crashed. And I was just updating the apps. You Google call it stable system...
Fri  01 Mar 2013 23:30:45 +0000,16460,1034,25515,667,neutral,0,Twitter for iPhone,iOS,11960,Android,LaurenGoode,.@jack says he has high hopes for Android when @fredwilson asks about smartphone/tablet penetration (re: mobile payments) in emerging mkts
Fri  01 Mar 2013 23:31:09 +0000,11,108,25517,0,neutral,0,Twitter for iPhone,iOS,580,Android,AmineSeventy3,Anything u want knw on android jynx box follow the unique tutorial how to put Xbmc &amp; navix our fellow @xctechs YouTube for more info
Fri  01 Mar 2013 23:31:10 +0000,352,323,25518,0,neutral,0,Twitter for iPhone,iOS,51112,Android,azfaznurfurrr,@ina_loves26 too bad for android users. MUAHAHAHAHAHHA. ????????????????????????????????????
Fri  01 Mar 2013 23:31:11 +0000,174,274,25519,5,neutral,0,Twitter for iPhone,iOS,1703,Android,mandyvan,In the Android 4.2+ Accessibility session by @pauljadam @csun13
Fri  01 Mar 2013 23:35:15 +0000,140,131,25536,0,neutral,0,Twitter for iPhone,iOS,3099,Android,OhhLizyBabyy,@Edgar_92Till I didn't I had an android so iCloud wasn't there
Fri  01 Mar 2013 23:38:17 +0000,2058,480,25549,218,neutral,0,Twitter for iPhone,iOS,6791,Android,goodwitch,SRO for @pauljadam session on  Talkback &amp; Magnification #a11y in Android. 4.2+ #CSUN13
Fri  01 Mar 2013 23:40:10 +0000,196,200,25555,0,neutral,0,Twitter for iPhone,iOS,4781,Android,inee_27,@KingJaikope uhm .. BOOO you &amp;&amp; your android!! ha jk!
Fri  01 Mar 2013 23:31:29 +0000,195,394,27612,1,neutral,0,UberSocial Pro for iPhone,iOS,14702,Android,kurnia08lusy,BB off android on...
Fri  01 Mar 2013 19:04:34 +0000,222,197,27625,0,neutral,0,VEVO iPhone,iOS,4415,Android,DanielRomeo,I'm watching Right Here (Lyric Video) by Justin Bieber ft. Drake on @VEVO for Android. http://t.co/JbdPdbiwbs
Fri  01 Mar 2013 19:55:45 +0000,8,75,27626,0,neutral,0,VEVO iPhone,iOS,271,Android,AnitaMorlock,I'm watching The Best Day by Taylor Swift on @VEVO for Android. http://t.co/uleRHLwjrd
Fri  01 Mar 2013 19:57:39 +0000,8,75,27627,0,neutral,0,VEVO iPhone,iOS,272,Android,AnitaMorlock,Khloe is one lucky little girl I'm watching The Best Day by Taylor Swift on @VEVO for Android. http://t.co/uleRHLwjrd
Fri  01 Mar 2013 20:01:46 +0000,8,16,27628,0,neutral,0,VEVO iPhone,iOS,121,Android,rulasrulito,I'm watching Outside by George Michael on @VEVO for Android. http://t.co/uI6qqdIyuw
Fri  01 Mar 2013 20:03:09 +0000,1474,2008,27629,27,neutral,0,VEVO iPhone,iOS,43025,Android,WutsCrackinAZ,I'm watching On My Block by Scarface on @VEVO for Android. http://t.co/HxnFJ512rS
Fri  01 Mar 2013 20:03:18 +0000,8,16,27630,0,neutral,0,VEVO iPhone,iOS,122,Android,rulasrulito,I'm watching I'm Gonna Getcha Good! (Red Picture Version) by Shania Twain on @VEVO for Android. http://t.co/s9I4etEngD
Fri  01 Mar 2013 20:35:33 +0000,51,280,27631,0,neutral,0,VEVO iPhone,iOS,2252,Android,Dommecca22,I'm watching Diced Pineapples (Explicit) by Rick Ross ft. Wale &amp; Drake on @VEVO for Android. http://t.co/68vmJef0iF
Fri  01 Mar 2013 20:37:00 +0000,51,280,27632,0,neutral,0,VEVO iPhone,iOS,2253,Android,Dommecca22,I'm watching Headlines (Explicit) by Drake on @VEVO for Android. http://t.co/SLLsQlLMtQ
Fri  01 Mar 2013 20:37:49 +0000,33,223,27633,0,neutral,0,VEVO iPhone,iOS,1219,Android,andrelemos100,I'm watching The One That Got Away by Katy Perry on @VEVO for Android. http://t.co/ywN7qFJcMt
Fri  01 Mar 2013 21:13:55 +0000,6,29,27634,2,positive,0,VEVO iPhone,iOS,202,Android,anva6606,I'm watching Algo Me Gusta De Ti (Lyric Video) by Wisin &amp; Yandel ft. T-Pain &amp; Chris Brown on @VEVO for Android. http://t.co/6o51apceav
Fri  01 Mar 2013 21:43:49 +0000,104,308,27635,1,neutral,0,VEVO iPhone,iOS,953,Android,terrymayz,I'm watching Hey Porsche by Nelly on @VEVO for Android. http://t.co/gqPELUNcq6
Fri  01 Mar 2013 21:45:35 +0000,75,81,27636,1,neutral,0,VEVO iPhone,iOS,704,Android,PornKeuth,I'm watching Carried Away by Passion Pit on @VEVO for Android. http://t.co/FQXXvseVOq
Fri  01 Mar 2013 22:17:37 +0000,28,76,27637,0,neutral,0,VEVO iPhone,iOS,880,Android,TYCloser,I'm watching Major Distribution (Explicit) by 50 Cent ft. Young Jeezy &amp; Snoop Dogg on @VEVO for Android. http://t.co/Xx6m8ZIFo2
Fri  01 Mar 2013 22:29:23 +0000,96,365,27638,0,positive,0,VEVO iPhone,iOS,252,Android,theelmsctl2,I'm watching Next To Me by Emeli Sand?? on @VEVO for Android. http://t.co/1BhsQrlIKD
Fri  01 Mar 2013 22:59:06 +0000,0,1,27639,0,neutral,0,VEVO iPhone,iOS,10,Android,VevollcSf,I'm watching Right Side of the Bed by Atreyu on @VEVO for Android. http://t.co/L91gYgYBUf
Fri  01 Mar 2013 23:15:33 +0000,0,1,27640,0,neutral,0,VEVO iPhone,iOS,22,Android,god_dea,I'm watching One Way Or Another (Teenage Kicks) by One Direction on @VEVO for Android. http://t.co/D2X5U9tyTC
Fri  01 Mar 2013 23:18:52 +0000,6,37,27641,0,neutral,0,VEVO iPhone,iOS,17,Android,ddmothe,I'm watching Heart Attack (Official Lyric Video) by Demi Lovato on @VEVO for Android. http://t.co/qKrEavXIXs
Fri  01 Mar 2013 23:22:30 +0000,0,1,27642,0,neutral,0,VEVO iPhone,iOS,23,Android,god_dea,I'm watching The Ship Song by Nick Cave &amp; The Bad Seeds on @VEVO for Android. http://t.co/wuyQwt7WXL
Fri  01 Mar 2013 23:22:55 +0000,117,204,27643,0,neutral,0,VEVO iPhone,iOS,2255,Android,Miartinah,One Way Or Another (Teenage Kicks) by One Direction on @VEVO for Android. http://t.co/HLJffmxhVp come farti tornare il sorriso :')
Fri  01 Mar 2013 23:38:16 +0000,187,1115,27644,0,neutral,0,VEVO iPhone,iOS,783,Android,Entrt8nmtlove,I'm watching Skyscraper by Demi Lovato on @VEVO for Android. http://t.co/9Gyk5SgAL6
Fri  01 Mar 2013 18:56:14 +0000,199,1008,29720,12,neutral,0,Zite Personalized Magazine,iOS,1522,Android,compare_tablets,Amazon Android tablet app comes to the UK http://t.co/Rc2pffLOne
Fri  01 Mar 2013 21:41:08 +0000,163,169,29726,3,neutral,0,Zite Personalized Magazine,iOS,5959,Android,moniquekromhout,Android 4.2.2 AOSP code push now complete http://t.co/xGewJHXYko
